Name	Critic_Score	Critic_Count	User_Score	User_Count
Sky Odyssey	7.9		8.4	
World of Warcraft: Legion	8.8		7.5	
Hatsune Miku: Project Diva F 2nd	8.1		8.4	
Bleach: Shattered Blade	5.8		7.5	
FIFA Street 3	6.3		6.9	
FIFA 2001 Major League Soccer	8.5		7.8	
Operation Flashpoint: Red River	6.7		6.3	
DiRT 2	5.5		5.7	
Frogger's Adventures: The Rescue	5.9		8.5	
Silent Hill HD Collection	7.0		4.8	
Karaoke Revolution Volume 3	8.2		7.8	
Army of Two: The 40th Day	4.9		6.0	
Persona 4: Dancing All Night	7.6		8.6	
Ultimate Fighting Championship: Throwdown	6.8		8.0	
Disney's Extreme Skate Adventure	7.8		8.3	
Prey	7.9		7.3	
Shaun White Snowboarding	7.0		7.5	
Folklore	7.5		8.2	
Murdered: Soul Suspect	5.9		6.9	
The Darkness II	7.9		7.6	
NBA 2K3	8.7		7.9	
NFL Fever 2004	7.4		8.8	
FIFA Street 3	6.3		6.9	
Test Drive Unlimited	8.2		8.0	
Marvel Nemesis: Rise of the Imperfects	5.8		8.7	
Kingdom Under Fire: The Crusaders	8.1		7.9	
Clive Barker's Jericho	6.3		7.4	
Romance of the Three Kingdoms VII	7.2		8.7	
Fable III	7.5		5.4	
Monsters, Inc.	5.2		7.2	
DJ Hero	8.7		6.4	
Lord of Arcana	5.3		5.5	
Phineas and Ferb: Across the 2nd Dimension	6.3		6.6	
Tekken 6	8.2		8.2	
Dynasty Warriors 4 Empires	7.1		8.8	
Shenmue II	8.0		9.3	
Crash of the Titans	6.5		6.3	
Rugby World Cup 2011	5.0		5.6	
F1 Race Stars	6.1		5.6	
Overlord II	7.2		7.6	
BlazBlue: Continuum Shift	8.5		8.7	
MLB 07: The Show	7.7		7.5	
Crash Nitro Kart	7.0		8.9	
Etrian Odyssey III: The Drowned City	7.7		8.0	
Batman: Arkham Origins	7.4		7.5	
Harry Potter and the Half-Blood Prince	6.4		6.8	
Fishing Master	5.8		8.1	
Madden NFL 2004	7.0		6.6	
NBA Inside Drive 2003	7.2		7.8	
FIFA Street	5.9		7.9	
Monster Lab	7.3		8.4	
Fate/Extra	5.8		8.1	
Drakengard 3	6.1		7.7	
Catherine	8.2		7.9	
The Matrix: Path of Neo	7.3		7.3	
Bust-A-Move Universe	4.9		4.8	
Mortal Kombat: Shaolin Monks	7.8		6.6	
Batman: Arkham Origins	6.8		7.4	
Shin Megami Tensei: Devil Survivor 2	7.9		8.8	
Sonic Boom: Rise of Lyric	3.2		3.6	
The Settlers 7: Paths to a Kingdom	7.9		5.2	
WipEout Pulse	8.2		8.6	
The Legend of Spyro: Dawn of the Dragon	6.2		7.2	
Fuel	6.6		7.0	
Tropico 5	7.6		7.1	
KISS Pinball	2.6		3.8	
Brothers In Arms: Earned in Blood	8.5		8.6	
LEGO Legends of Chima: Laval's Journey	6.5		3.6	
Skylanders: SuperChargers	8.1		3.3	
Dark Void	5.9		6.0	
Manhunt 2	6.9		8.1	
Mega Man Maverick Hunter X	7.9		8.3	
Clash of the Titans	4.1		1.7	
Mega Man Battle Network 2	8.1		9.0	
Major League Baseball 2K8	6.7		5.6	
Pandora's Tower	7.3		8.0	
SimAnimals	5.8		2.1	
Tiger Woods PGA Tour 06	7.1		7.4	
Jonah Lomu Rugby Challenge	7.3		6.0	
Midway Arcade Treasures 2	7.4		7.4	
NASCAR Thunder 2003	8.5		6.6	
Mega Man Zero Collection	7.8		8.9	
Pro Evolution Soccer 2013	8.2		6.9	
Star Wars Racer Revenge	7.3		8.5	
NCAA Final Four 2002	5.2		6.5	
Blade II	4.9		6.1	
TRON: Evolution	5.8		6.0	
Bruce Lee: Quest of the Dragon	3.2		2.4	
Disney's The Emperor's New Groove	6.6		7.2	
Dragon Ball Z: Battle of Z	5.4		5.3	
Disney's Stitch: Experiment 626	5.9		7.8	
Orphen: Scion of Sorcery	5.4		5.8	
NBA Live 08	7.3		6.2	
Star Wars Episode III: Revenge of the Sith	7.3		7.8	
Ultimate Spider-Man	6.2		7.3	
Midtown Madness 3	7.6		8.3	
Shrek Swamp Kart Speedway	2.7		8.9	
Contra 4	8.3		8.4	
Spyro: Attack of the Rhynocs	7.2		7.5	
Monsters vs. Aliens	6.6		4.5	
NASCAR 2011: The Game	6.2		4.1	
BlazBlue: Chrono Phantasma	8.3		8.3	
Kingdoms of Amalur: Reckoning	8.1		6.6	
Mario Party: Star Rush	6.8		6.8	
Burnout	7.8		7.9	
Chaos Legion	6.5		8.2	
Charlie and the Chocolate Factory	3.6		3.8	
Neopets: The Darkest Faerie	6.1		8.5	
Naruto Shippuden: Ultimate Ninja Storm 4	8.1		8.5	
Batman: Arkham VR	7.5		7.3	
24: The Game	6.2		8.2	
The King of Fighters XIII	7.7		8.2	
Tom Clancy's Splinter Cell 3D	5.3		5.5	
Magna Carta 2	6.9		7.0	
Romance of the Three Kingdoms VIII	7.7		8.9	
F1 2013	7.9		6.6	
Crazy Taxi: Catch a Ride	4.8		5.9	
Final Fantasy XI: Wings of the Goddess	6.3		5.8	
PowerUp Heroes	6.1		7.5	
Rayman 2: Revolution	9.0		8.2	
Madden NFL 13	6.3		7.3	
Army Men: Air Attack 2	7.4		5.3	
Stranglehold	7.7		7.9	
Pride FC: Fighting Championships	7.3		8.6	
Eternal Ring	6.2		5.3	
Resident Evil Archives: Resident Evil	7.6		8.9	
Dynasty Warriors 6	6.0		7.4	
Silent Hill: Shattered Memories	7.3		7.5	
Dance Dance Revolution Universe 3	6.5		7.7	
Showdown: Legends of Wrestling	5.5		6.1	
Sword Art Online: Hollow Fragment	6.7		7.6	
Full Spectrum Warrior	7.4		8.0	
The Sims 2: Pets	6.8		8.0	
Fist of the North Star: Ken's Rage 2	4.9		7.0	
MLB SlugFest Loaded	7.7		9.5	
Teenage Mutant Ninja Turtles	5.6		8.4	
Capcom Classics Collection Remixed	7.2		7.0	
1701 A.D.	7.9		8.3	
Lego Star Wars: The Force Awakens	7.6		7.0	
Little Deviants	5.7		5.5	
Spider-Man 3	5.2		7.4	
Radiant Historia	8.5		9.0	
Sorcery	7.0		7.3	
Harry Potter and the Order of the Phoenix	6.8		6.8	
Grandia II	7.1		8.6	
Shaun White Snowboarding: World Stage	7.2		8.7	
Spider-Man: Friend or Foe	6.0		6.3	
Guitar Hero: Van Halen	5.7		5.8	
Batman: The Brave and the Bold the Videogame	7.4		8.0	
The Sims 2	9.0		8.8	
Need for Speed Underground	7.7		8.2	
Def Jam Rapstar	7.4		5.4	
Outlaw Golf	7.2		6.9	
MySims SkyHeroes	6.7		5.2	
Mini Ninjas	7.3		8.4	
NBA Street V3	8.8		8.4	
WinBack: Covert Operations	6.6		7.7	
Syphon Filter: Dark Mirror	8.7		9.0	
Glory of Heracles	6.9		7.3	
Up	6.1		6.8	
Modnation Racers: Road Trip	6.2		6.4	
NBA Live 06	6.4		5.6	
ExerBeat	6.0		7.6	
Need for Speed: Most Wanted	8.2		8.5	
Front Mission Evolved	5.8		6.0	
Ultimate Marvel vs. Capcom 3	8.0		7.7	
Little King's Story	8.7		8.8	
Dynasty Warriors: Strikeforce	6.4		7.3	
NieR	6.7		8.3	
Zoo Tycoon 2 DS	6.0		5.4	
Area 51	7.2		8.1	
Deadpool	6.0		5.7	
UEFA Euro 2016	7.2		6.6	
Wanted: Weapons of Fate	6.1		7.1	
Mega Man X8	6.8		8.5	
The Chronicles of Riddick: Assault on Dark Athena	8.2		8.2	
Ford Mustang: The Legend Lives	5.8		7.3	
FlatOut: Head On	7.4		8.2	
Duel Masters: Sempai Legends	6.9		8.0	
Harvest Moon: Magical Melody	6.9		8.8	
Heroes of the Pacific	7.6		8.4	
Prince of Persia: Rival Swords	7.0		7.7	
The Lord of the Rings: The Third Age	7.4		7.8	
Trace Memory	7.0		8.1	
X-Men Legends II: Rise of Apocalypse	8.4		8.2	
Borderlands: The Pre-Sequel	7.5		6.2	
Madden NFL 08	7.6		6.0	
Trauma Center: New Blood	7.7		8.0	
Starhawk	7.7		7.8	
Pirates of the Caribbean	6.5		7.4	
FIFA Soccer 13	6.8		3.7	
Ace Combat: Joint Assault	7.1		7.2	
The BIGS 2	6.8		8.5	
Turning Point: Fall of Liberty	4.3		6.8	
Sonic Boom: Shattered Crystal	4.7		6.3	
Shrek Super Party	3.0		5.1	
MLB Power Pros	8.3		8.4	
Sakura Wars: So Long, My Love	8.1		7.3	
Dynasty Tactics	7.9		8.1	
Call of Juarez: The Cartel	4.5		5.5	
Angry Birds Star Wars	4.9		3.6	
Metal Gear Solid V: Ground Zeroes	7.6		5.4	
SimCity 4	8.4		8.7	
Puzzle Quest: Challenge of the Warlords	7.1		6.2	
Disgaea 5: Alliance of Vengeance	8.0		8.1	
Sengoku Basara: Samurai Heroes	6.5		8.8	
Rayman 3: Hoodlum Havoc	7.6		8.6	
Warriors Orochi 2	5.6		7.5	
Feel the Magic XY/XX	7.5		8.1	
Psi-Ops: The Mindgate Conspiracy	8.4		8.9	
Dead Rising: Chop Till You Drop	6.1		6.5	
Spyro: A Hero's Tail	6.2		8.3	
NASCAR 08	5.9		5.2	
World of Tanks	8.0		3.7	
Links 2004	8.0		9.0	
Majin and the Forsaken Kingdom	7.2		7.9	
Assassin's Creed IV: Black Flag	8.6		7.7	
Earthworm Jim	7.2		5.7	
Tales of Phantasia	7.6		8.1	
Monster 4x4: Masters of Metal	4.8		8.3	
Dragon Ball GT: Transformation	6.9		8.2	
FIFA 15	8.2		4.2	
The Warriors	8.5		8.2	
Shadow Hearts	7.3		8.8	
Dragon Ball Z: Budokai Tenkaichi 2	7.2		8.5	
Street Hoops	5.8		8.0	
R: Racing Evolution	6.6		6.2	
The Golden Compass	4.0		4.8	
ATV Quad Power Racing 2	7.0		9.0	
Hatsune Miku: Project Diva f	7.3		8.4	
Marvel Nemesis: Rise of the Imperfects	5.8		7.5	
Final Fantasy VI Advance	9.2		8.4	
LEGO The Lord of the Rings	5.4		5.6	
Viewtiful Joe	9.0		8.5	
DeathSmiles	7.6		8.4	
Fable: The Journey	6.1		4.8	
Bladestorm: The Hundred Years' War	5.8		7.9	
SAW	5.9		7.4	
Chromehounds	7.1		7.0	
Harry Potter and the Sorcerer's Stone	5.6		7.6	
Kung Fu Chaos	6.8		8.5	
Shrek the Third	5.7		6.7	
Jackass the Game	5.8		6.6	
Pirates of the Caribbean: Dead Man's Chest	5.2		8.0	
Operation Flashpoint: Red River	6.9		6.1	
Transformers: Dark of the Moon	5.9		6.7	
Surf's Up	5.6		7.0	
Assassin's Creed II: Discovery	6.9		7.3	
Syphon Filter: Dark Mirror	7.0		7.8	
Mission: Impossible - Operation Surma	6.4		7.8	
MLB 07: The Show	8.2		7.2	
Driver: Parallel Lines	6.9		6.9	
Mega Man ZX	7.6		8.3	
Backyard Wrestling 2: There Goes the Neighborhood	4.6		4.7	
Guitar Hero: Van Halen	5.0		5.2	
Dead or Alive	8.4		8.6	
Dead to Rights: Retribution	6.0		5.9	
Wild ARMs 5	7.1		7.5	
NFL Blitz 20-02	7.6		8.9	
El Shaddai: Ascension of the Metatron	7.8		7.5	
Tony Hawk: Shred	5.6		6.7	
NCAA March Madness 2005	8.0		7.8	
Kenka Bancho: Badass Rumble	7.0		7.5	
Silent Hill 2: Restless Dreams	8.4		8.3	
NES Remix	7.1		7.1	
Bass Strike	5.7		5.8	
NHL Hitz 20-03	8.2		8.4	
Bionic Commando	7.0		7.3	
Monopoly Streets	6.6		6.6	
Trivial Pursuit	6.6		7.1	
Medieval Moves: Deadmund's Quest	6.1		6.5	
Mister Mosquito	6.5		4.9	
Rugby World Cup 2011	5.5		3.9	
Virtua Fighter 5 Online	8.9		7.6	
Indiana Jones and the Staff of Kings	5.5		7.5	
Angry Birds Star Wars	5.9		5.6	
Dave Mirra Freestyle BMX 2	7.8		7.7	
One Piece: Unlimited World Red	7.1		7.3	
True Crime: New York City	6.0		7.8	
Summer Heat Beach Volleyball	6.5		7.7	
Avatar: The Last Airbender	5.6		5.8	
Castlevania: Aria of Sorrow	9.1		9.1	
Myst III: Exile	5.7		7.0	
Shin Megami Tensei: Strange Journey	8.0		8.7	
Army of Two: The Devil's Cartel	5.8		6.7	
Patapon 3	7.4		7.2	
Ice Age: Dawn of the Dinosaurs	7.5		8.3	
Tao Feng: Fist of the Lotus	6.5		6.5	
Guitar Hero: Van Halen	5.9		4.7	
Dragon Ball Z: Budokai 2	6.6		5.8	
Over the Hedge	7.1		6.4	
Siren: Blood Curse	7.8		8.1	
NHL Hitz 20-02	7.9		8.7	
GRID 2	7.8		5.8	
Evil Dead: Hail to the King	5.1		6.0	
Need for Speed: The Run	6.4		3.6	
Dave Mirra Freestyle BMX: Maximum Remix	6.7		8.1	
The Evil Within	6.8		5.9	
Rock Revolution	3.8		5.1	
Dead Rising 2: Off the Record	7.2		7.5	
WWII Aces	4.1		5.4	
Athens 2004	6.1		7.2	
Pro Race Driver	8.1		8.5	
Baten Kaitos: Eternal Wings and the Lost Ocean	8.0		9.0	
Iron Man 2	4.1		5.9	
Rocky: Legends	6.5		8.6	
The Warriors	8.1		7.8	
RalliSport Challenge 2	8.7		9.1	
Pac-Pix	7.1		7.1	
F1 Race Stars	6.4		5.7	
Sing Party	6.0		5.4	
NHL 07	7.9		5.3	
RollerCoaster Tycoon 3	8.1		5.0	
Ty the Tasmanian Tiger	6.9		8.7	
WWE Road to WrestleMania X8	7.3		7.5	
Fullmetal Alchemist 2: Curse of the Crimson Elixir	6.7		8.4	
NASCAR 06: Total Team Control	7.9		5.9	
BloodRayne 2	7.0		8.5	
Rory McIlroy PGA Tour	6.0		4.3	
The Club	7.6		6.8	
NHL 2002	8.9		8.8	
LEGO The Hobbit	6.9		6.8	
Lightning Returns: Final Fantasy XIII	6.9		6.6	
Shadow of Rome	7.5		8.3	
NASCAR 2011: The Game	6.2		3.7	
Harry Potter and the Order of the Phoenix	6.1		8.0	
Transformers: Cybertron Adventures	4.1		6.5	
Stuntman: Ignition	7.1		6.4	
NHL 2K11	6.2		5.8	
Fantastic 4	6.2		6.6	
MotoGP	7.7		6.0	
Batman: Arkham Origins Blackgate	6.8		6.8	
Shadows of the Damned	7.7		8.1	
R.U.S.E.	7.6		8.1	
NBA Live 2004	8.4		9.0	
Reign of Fire	5.6		7.0	
The Sims 2: Pets	6.6		7.3	
Ultimate NES Remix	6.9		7.6	
Tropico 4	7.8		7.7	
The BIGS	7.9		8.4	
Jurassic Park: Operation Genesis	7.5		8.9	
Knockout Kings 2002	7.8		7.9	
InuYasha: Feudal Combat	5.2		8.3	
R.U.S.E.	7.8		7.0	
Duel Masters	6.6		8.3	
MotionSports: Adrenaline	4.1		7.4	
NBA 07	6.3		6.3	
Call of Juarez: The Cartel	4.7		5.7	
My Japanese Coach	5.9		6.7	
Need for Speed: Most Wanted	4.5		6.1	
Section 8	6.9		7.3	
ESPN NBA Basketball	8.7		8.2	
Lowrider	4.6		8.4	
Family Guy: Back to the Multiverse	4.0		6.4	
All-Pro Football 2K8	7.5		6.8	
Fish Tycoon	4.6		7.0	
Plants vs. Zombies	8.9		8.2	
Batman: Return to Arkham	7.3		8.5	
Rune: Viking Warlord	5.3		7.3	
The Incredible Hulk	5.5		6.4	
Panzer Dragoon Orta	9.0		8.5	
America's Test Kitchen: Let's Get Cooking	8.7		5.6	
Suikoden Tierkreis	7.6		7.4	
Superman Returns	5.1		6.2	
Shin Megami Tensei: Devil Survivor	8.4		8.8	
Tearaway Unfolded	8.1		8.1	
MLB SlugFest 2006	5.6		7.5	
Etrian Odyssey II: Heroes of Lagaard	8.2		8.9	
The Incredible Hulk	5.5		6.8	
Deadly Premonition	6.8		8.2	
Ford Racing 3	5.0		6.6	
The Adventures of Tintin: The Game	5.9		5.7	
Dragon Ball Z: Tenkaichi Tag Team	6.3		8.6	
Etrian Odyssey Untold: The Millennium Girl	8.0		8.2	
Final Fantasy V Advance	8.3		7.2	
Star Wars: Bounty Hunter	6.7		7.6	
Dynasty Warriors 7: Xtreme Legends	6.4		7.8	
Naruto: Ultimate Ninja Heroes	7.0		6.6	
Angry Birds Trilogy	6.3		3.5	
Major League Baseball 2K9	6.1		4.5	
WWE 2K17	6.8		5.5	
Battlestations: Midway	7.3		7.1	
Riding Spirits	5.9		9.0	
Project CARS	8.1		5.8	
MLB 09: The Show	7.8		6.9	
Bust A Groove 2	6.6		8.9	
Armored Core: Nexus	7.3		8.7	
Evolution Skateboarding	4.4		6.7	
Outlaw Volleyball	7.7		8.4	
Batman: Vengeance	7.0		5.8	
Spider-Man: Web of Shadows	6.7		7.9	
Legaia 2: Duel Saga	6.7		8.4	
Crash Nitro Kart	6.6		7.4	
ExciteBots: Trick Racing	7.7		8.6	
Oddworld: Stranger's Wrath	8.8		9.1	
King of Fighters: Maximum Impact	6.4		6.9	
Atelier Ayesha: The Alchemist of Dusk	7.0		6.6	
Battleborn	6.8		6.8	
Drakan: The Ancients' Gates	7.8		9.0	
Resident Evil: Revelations	7.5		7.4	
Tony Hawk: Shred	5.3		6.6	
Tokyo Jungle	7.4		8.4	
Army of Two: The Devil's Cartel	5.4		6.2	
Puppeteer	8.0		8.5	
Tom Clancy's Splinter Cell: Double Agent	7.8		6.5	
Resident Evil: Deadly Silence	7.1		8.4	
Legendary	4.7		7.1	
Peter Jackson's King Kong: The Official Game of the Movie	8.0		7.5	
Rayman DS	5.8		7.6	
All-Star Baseball 2003	7.9		8.1	
MTX Mototrax	7.7		8.1	
NBA ShootOut 2004	5.8		7.8	
Nancy Drew: The Mystery of the Clue Bender Society	4.6		3.6	
Castlevania: Harmony of Dissonance	8.7		8.2	
Formula One 2001	7.3		6.0	
Pirates of the Caribbean: Dead Man's Chest	6.3		8.6	
Baldur's Gate: Dark Alliance II	7.7		7.9	
Madden NFL 2005	6.8		7.7	
MVP Baseball 2004	8.9		8.5	
Polarium	7.3		8.4	
Super Street Fighter II: Turbo Revival	8.4		7.4	
Secret Weapons Over Normandy	7.7		8.8	
The Elder Scrolls IV: Oblivion	9.4		8.1	
Metroid Prime Pinball	7.9		7.9	
Teen Titans	5.6		8.6	
Bomberman Generation	8.1		8.5	
Sega Rally Revo	7.4		7.2	
Surfing H3O	4.6		4.6	
NASCAR 09	6.9		7.8	
NASCAR 09	6.5		7.5	
Game of Thrones	5.2		5.2	
Silent Hunter 5: Battle of the Atlantic	6.2		3.5	
Amped 2	8.0		7.7	
Final Fantasy Crystal Chronicles: Echoes of Time	6.4		5.6	
NHL 08	8.6		6.9	
The Legend of Legacy	6.7		7.1	
Juiced 2: Hot Import Nights	7.1		6.4	
LEGO Star Wars III: The Clone Wars	7.6		7.5	
The Powerpuff Girls: Chemical X-Traction	3.0		6.3	
Dead or Alive Xtreme 2	5.3		6.7	
PlayStation VR Worlds	5.9		7.1	
Hunted: The Demon's Forge	5.7		6.2	
Men of Valor	7.3		8.0	
Medal of Honor European Assault	7.1		7.9	
Billy Hatcher and the Giant Egg	7.1		8.7	
NHL 08	8.5		8.2	
WipEout Fusion	8.3		8.5	
Prison Break: The Conspiracy	4.2		3.8	
NHL 06	7.9		8.4	
Anno 2205	7.2		5.9	
Ultimate Fighting Championship	5.3		7.4	
XIII	7.4		8.3	
Up	6.5		6.5	
Michael Jackson: The Experience	6.4		6.6	
MotoGP '07	7.8		7.3	
Cars	6.5		6.1	
Hatsune Miku: Project Diva F 2nd	7.8		8.6	
Need for Speed Rivals	7.6		3.3	
The Mummy: Tomb of the Dragon Emperor	3.8		6.8	
Def Jam Vendetta	8.1		8.5	
The Sims 2	7.5		7.1	
Spider-Man: Web of Shadows	6.3		6.9	
The Bureau: XCOM Declassified	6.9		6.7	
World Series Baseball 2K3	8.7		8.7	
Tony Hawk's Proving Ground	5.7		6.2	
Indiana Jones and the Staff of Kings	6.3		7.8	
The Outfit	7.0		7.5	
Don King Presents: Prizefighter	5.6		6.4	
Devil Kings	6.4		7.4	
Bolt	5.7		7.1	
Spider-Man: Edge of Time	5.7		6.8	
L.A. Noire: The Complete Edition	8.3		7.9	
Dynasty Warriors 6	4.3		5.4	
America's Army: Rise of a Soldier	7.0		7.4	
Grandia	8.9		6.6	
Pirates of the Caribbean: The Legend of Jack Sparrow	5.1		7.5	
Ed, Edd n Eddy: The Mis-Edventures	5.5		7.9	
Armored Core 4	6.5		7.2	
SBK Superbike World Championship	5.9		6.1	
Indiana Jones and the Staff of Kings	5.0		6.8	
X-Men Origins: Wolverine	5.3		6.1	
Disgaea 2: Dark Hero Days	8.3		7.1	
Major League Baseball 2K7	7.4		4.7	
Final Fantasy XI: Chains of Promathia	7.7		8.0	
The Chronicles of Riddick: Assault on Dark Athena	8.0		7.7	
X-Men Legends II: Rise of Apocalypse	8.2		6.2	
TV Superstars	5.6		4.9	
Family Guy: Back to the Multiverse	3.9		5.0	
Ninja Gaiden 3	5.8		4.4	
Sid Meier's Civilization VI	8.8		7.3	
Sword Art Online: Lost Song	6.3		6.3	
NBA Courtside 2002	7.1		7.4	
F1 2015	6.4		5.3	
Sly Cooper: Thieves in Time	7.5		8.2	
Digimon World: Data Squad	4.3		8.0	
Hitman: Absolution	7.9		7.0	
Stella Glow	7.9		8.7	
Racquet Sports	5.1		8.6	
Trials Fusion	8.0		7.1	
Far Cry Instincts Predator	7.8		6.2	
Onechanbara Z2: Chaos	5.7		6.5	
Skylanders SWAP Force	6.8		6.4	
Army Men: Sarge's Heroes 2	4.8		7.3	
MLB	8.0		7.9	
Skylanders: SuperChargers	7.6		5.5	
Ys: Memories of Celceta	8.2		8.8	
Britney's Dance Beat	6.3		4.8	
Vexx	6.3		7.6	
Samurai Warriors 4	7.6		8.1	
Ace Combat: Assault Horizon Legacy	7.1		7.8	
TimeSplitters: Future Perfect	8.4		9.1	
Dynasty Warriors Next	6.7		7.5	
Harvest Moon: Magical Melody	8.3		8.9	
Genma Onimusha	8.3		8.6	
DK: King of Swing	7.0		5.0	
Turning Point: Fall of Liberty	4.2		5.5	
Homefront	7.0		5.5	
Corvette	5.3		8.6	
Percy Jackson and the Olympians: The Lightning Thief	5.6		6.9	
Fuel	6.7		7.4	
NBA Live 10	6.4		4.2	
Burnout 2: Point of Impact	8.8		5.1	
Super Monkey Ball Deluxe	7.8		7.7	
Kill.Switch	7.5		8.0	
Lunar: Silver Star Harmony	8.0		7.7	
Peter Jackson's King Kong: The Official Game of the Movie	8.1		8.3	
Dancing With The Stars	4.2		6.2	
The Simpsons: Road Rage	6.7		7.7	
Dynasty Warriors 7	5.8		8.0	
Total War: Attila	8.0		7.3	
Azurik: Rise of Perathia	5.2		8.5	
Dragon Ball Z: Sagas	5.1		6.1	
AC/DC LIVE: Rock Band Track Pack	6.0		5.3	
Crash Tag Team Racing	6.8		7.1	
Asura's Wrath	7.1		6.5	
Harvest Moon: Another Wonderful Life	7.0		9.2	
Final Fantasy Fables: Chocobo Tales	7.5		7.4	
NCAA College Basketball 2K3	8.3		8.0	
NHL 17	7.7		4.0	
Bakugan: Battle Brawlers	6.0		5.2	
Fantastic 4	6.1		4.0	
Tony Hawk's American Sk8land	6.4		5.4	
Metro 2033	8.1		8.1	
Valhalla Knights	5.3		6.3	
The Adventures of Tintin: The Game	6.3		6.1	
Etrian Mystery Dungeon	7.7		7.9	
Zumba Fitness: World Party	7.3		6.2	
Luminous Arc	7.0		7.0	
4x4 EVO 2	5.9		6.2	
Grand Theft Auto	6.8		7.1	
Avalon Code	7.1		7.4	
Dreamcast Collection	5.3		5.2	
Resident Evil Archives: Resident Evil Zero	6.2		8.2	
Rocket League	8.7		8.3	
My Street	4.6		3.9	
Spider-Man: Shattered Dimensions	7.5		7.7	
Ghost Rider	4.9		5.7	
Shadow Hearts: Covenant	8.5		9.1	
X-Men: Destiny	5.0		4.8	
Driver '76	5.7		7.9	
Harry Potter and the Order of the Phoenix	6.7		6.6	
Midway Arcade Treasures: Extended Play	6.3		7.8	
Dynasty Warriors 6 Empires	5.9		7.3	
The Testament of Sherlock Holmes	6.5		7.4	
FIFA World Cup Germany 2006	7.7		8.4	
NBA Live 14	4.3		2.7	
G.I. Joe: The Rise of Cobra	4.2		4.7	
Game of Thrones	5.3		5.5	
LEGO Marvel's Avengers	6.9		6.8	
PDC World Championship Darts 2008	5.1		5.4	
X-Men: Destiny	4.7		5.0	
Pro Evolution Soccer 2014	8.0		4.3	
Pure Futbol	4.6		7.5	
Afro Samurai	6.5		6.2	
Ar tonelico Qoga: Knell of Ar Ciel	6.1		5.4	
NASCAR 08	5.6		8.2	
Broken Sword: Shadow of the Templars - The Director's Cut	7.4		8.1	
Divinity II: Ego Draconis	6.2		6.4	
Birds of Steel	7.3		8.4	
DC Universe Online	7.2		6.8	
Bakugan: Battle Brawlers	6.3		8.2	
Naruto: Path of the Ninja 2	6.2		7.5	
Karaoke Revolution Volume 2	7.6		7.0	
Prince of Persia: The Forgotten Sands	7.7		8.1	
Disney's A Christmas Carol	6.6		6.5	
NBA Live 15	5.9		5.6	
NASCAR Thunder 2004	8.5		9.1	
Buffy the Vampire Slayer	7.9		9.1	
Harry Potter and the Goblet of Fire	6.8		5.8	
Sands of Destruction	6.3		7.9	
Harry Potter and the Goblet of Fire	6.8		6.0	
Viva Pinata: Party Animals	5.6		6.2	
World Series Baseball	8.5		8.8	
Test Drive: Eve of Destruction	7.3		9.1	
Dynasty Warriors: Gundam Reborn	6.4		7.5	
Hatsune Miku: Project Diva f	8.1		8.0	
The Legend of Heroes: Trails of Cold Steel	7.7		7.5	
Jeremy McGrath Supercross World	3.5		3.4	
The Scorpion King: Rise of the Akkadian	4.7		7.2	
The Club	7.2		6.5	
Meteos	8.8		7.5	
Star Wars Jedi Knight II: Jedi Outcast	7.5		7.8	
Tom Clancy's Splinter Cell	8.9		8.7	
Virtua Tennis 4	7.0		6.2	
ESPN NHL Hockey	9.0		7.0	
DiRT Showdown	7.5		6.4	
The Incredible Hulk: Ultimate Destruction	8.4		8.0	
Gundam Battle Assault	6.1		7.8	
XCOM 2	8.8		7.1	
Cross Edge	5.2		7.2	
The Lord of the Rings: Aragorn's Quest	5.8		7.8	
Looney Tunes: Acme Arsenal	2.7		5.1	
Madagascar: Escape 2 Africa	5.8		6.8	
NBA 2K6	8.1		8.6	
NASCAR 08	5.7		5.0	
Mafia	6.6		7.7	
Grand Slam Tennis 2	7.3		5.2	
Dynasty Warriors: Strikeforce	5.9		5.7	
Airblade	7.0		5.8	
Epic Mickey 2: The Power of Two	5.7		5.6	
Carnival Island	6.6		5.2	
Tom Clancy's Rainbow Six: Siege	7.9		6.9	
Genji: Dawn of the Samurai	7.4		8.3	
The Italian Job	5.5		6.3	
TrackMania: Build to Race	7.4		6.8	
Ultimate Band	5.9		5.5	
Freedom Fighters	8.2		8.2	
Soldier of Fortune II: Double Helix	6.1		6.5	
Lunar Knights	8.2		7.8	
Final Fantasy XI: Treasures of Aht Urhgan	8.7		7.1	
WWE All Stars	7.1		7.4	
Alundra	8.6		9.0	
Mortal Kombat: Armageddon	7.1		8.4	
Madden NFL 13	7.5		6.7	
Transformers: Devastation	7.7		7.5	
BlowOut	5.8		6.2	
NFL Blitz Pro	7.3		8.5	
Tiger Woods PGA Tour 2003	9.0		8.0	
Pinball Hall of Fame: The Gottlieb Collection	7.3		8.1	
Disgaea: Afternoon of Darkness	8.7		8.2	
Toukiden Kiwami	8.2		8.6	
SSX On Tour	7.9		8.1	
Rune Factory: Tides of Destiny	5.5		7.9	
Ys Seven	7.9		8.5	
Lumines: Electronic Symphony	8.3		7.8	
Tony Hawk's Proving Ground	7.9		6.7	
The Polar Express	3.9		4.3	
AC/DC LIVE: Rock Band Track Pack	6.3		4.9	
Valhalla Knights 2	5.0		5.4	
Spec Ops: The Line	7.6		8.2	
NBA ShootOut 2003	6.2		5.9	
Need For Speed: Undercover	5.9		6.7	
