Name	NA_Sales	EU_Sales	JP_Sales	Other_Sales	Global_Sales
Airborne Troops: Countdown to D-Day	0.048	0.04	0.0	0.016	0.096
The Sky Crawlers: Innocent Aces	0.064	0.016	0.008	0.008	0.096
nail'd	0.064	0.016	0.0	0.016	0.096
Lost Magic	0.072	0.0	0.016	0.008	0.096
Marvel Avengers: Battle for Earth	0.048	0.032	0.0	0.008	0.096
Alice: Madness Returns	0.0	0.08	0.0	0.016	0.096
Raiden IV	0.08	0.0	0.008	0.008	0.096
Tom Clancy's Splinter Cell: Blacklist	0.032	0.056	0.0	0.008	0.096
Phantasy Star Universe	0.072	0.008	0.0	0.008	0.096
Peggle: Dual Shot	0.088	0.0	0.0	0.008	0.096
Spider-Man: Edge of Time	0.064	0.024	0.0	0.008	0.096
Cruis'n	0.08	0.008	0.0	0.008	0.096
Samurai Warriors 4-II	0.024	0.016	0.048	0.008	0.096
Castlevania: Curse of Darkness	0.072	0.024	0.0	0.0	0.096
Lost Planet 3	0.056	0.024	0.008	0.008	0.096
Battles of Prince of Persia	0.08	0.008	0.0	0.008	0.096
Turok: Evolution	0.064	0.024	0.0	0.0	0.096
Marvel Trading Card Game	0.088	0.0	0.0	0.008	0.096
Nightshade	0.048	0.032	0.0	0.008	0.096
CSI: Crime Scene Investigation	0.072	0.024	0.0	0.0	0.096
LEGO Batman 2: DC Super Heroes	0.032	0.048	0.0	0.008	0.096
Buffy the Vampire Slayer: Chaos Bleeds	0.072	0.024	0.0	0.0	0.096
Onechanbara: Bikini Zombie Slayers	0.088	0.0	0.0	0.008	0.096
Tropico 5	0.016	0.072	0.0	0.008	0.096
Reality Fighters	0.04	0.04	0.0	0.016	0.096
Dragon Ball: Origins	0.064	0.016	0.0	0.008	0.096
FIFA 17	0.0	0.088	0.0	0.008	0.096
Armored Core: Verdict Day	0.0	0.0	0.096	0.0	0.096
Lost in Shadow	0.072	0.0	0.008	0.008	0.096
NHL 2K3	0.072	0.016	0.0	0.0	0.096
Die Hard: Vendetta	0.072	0.016	0.0	0.0	0.096
F1 2002	0.04	0.032	0.016	0.008	0.096
Every Extend Extra	0.08	0.0	0.0	0.008	0.096
FIFA Soccer	0.088	0.0	0.0	0.008	0.096
Darkspore	0.056	0.024	0.0	0.008	0.096
Self-Defense Training Camp	0.064	0.024	0.0	0.008	0.096
Sphinx and the Cursed Mummy	0.072	0.016	0.0	0.0	0.096
GT Advance 2: Rally Racing	0.064	0.024	0.0	0.0	0.088
Deception IV: Blood Ties	0.024	0.016	0.048	0.008	0.088
Tenchu: Shadow Assassins	0.024	0.016	0.04	0.008	0.088
Cabela's Deer Hunt 2005 Season	0.072	0.016	0.0	0.0	0.088
Dead Man's Hand	0.072	0.016	0.0	0.0	0.088
Smash Cars	0.048	0.032	0.0	0.008	0.088
NASCAR 07	0.048	0.032	0.0	0.008	0.088
Tecmo Bowl: Kickoff	0.088	0.0	0.0	0.008	0.088
Lost Horizon	0.0	0.08	0.0	0.016	0.088
Rugby 15	0.032	0.048	0.0	0.016	0.088
Dokapon Kingdom	0.04	0.032	0.016	0.008	0.088
Puzzle Quest 2	0.08	0.0	0.0	0.008	0.088
Phantasy Star Collection	0.064	0.024	0.0	0.0	0.088
Disney Art Academy	0.016	0.008	0.064	0.0	0.088
A Witch's Tale	0.064	0.0	0.024	0.008	0.088
Hyperdimension Neptunia U: Action Unleashed	0.024	0.008	0.048	0.008	0.088
Retro Game Challenge	0.0	0.0	0.088	0.0	0.088
Shining Force NEO	0.048	0.032	0.0	0.008	0.088
FIFA Street 2	0.072	0.016	0.0	0.0	0.088
Fantastic Four: Rise of the Silver Surfer	0.08	0.008	0.0	0.008	0.088
Monster Madness: Battle for Suburbia	0.08	0.0	0.0	0.008	0.088
Tom Clancy's EndWar	0.08	0.008	0.0	0.008	0.088
NFL Head Coach 09	0.088	0.0	0.0	0.008	0.088
Blood Drive	0.072	0.008	0.0	0.008	0.088
Phantom Dust	0.064	0.016	0.0	0.0	0.088
Growlanser Generations	0.048	0.032	0.0	0.008	0.088
Mega Man Battle Chip Challenge	0.064	0.024	0.0	0.0	0.088
Fatal Frame: Maiden of Black Water	0.0	0.024	0.064	0.0	0.088
Prince of Persia: Rival Swords	0.064	0.016	0.0	0.008	0.088
Cold Winter	0.048	0.032	0.0	0.008	0.088
Ring of Red	0.048	0.032	0.0	0.008	0.088
Stubbs the Zombie in Rebel Without a Pulse	0.064	0.016	0.0	0.0	0.088
Batman: Dark Tomorrow	0.064	0.016	0.0	0.0	0.088
Ping Pals	0.08	0.0	0.0	0.008	0.088
MLB 13: The Show	0.08	0.0	0.0	0.016	0.088
18 Wheeler: American Pro Trucker	0.072	0.016	0.0	0.0	0.088
Split/Second	0.064	0.016	0.0	0.016	0.088
Warhammer: Battle March	0.072	0.016	0.0	0.008	0.088
Batman: Rise of Sin Tzu	0.064	0.016	0.0	0.0	0.088
The King of Fighters XII	0.072	0.0	0.008	0.008	0.088
Spy vs Spy	0.064	0.016	0.0	0.0	0.088
Coraline	0.048	0.032	0.0	0.008	0.088
Cold Fear	0.048	0.032	0.0	0.008	0.088
Zubo	0.064	0.016	0.0	0.008	0.088
NHL Hitz 20-03	0.064	0.016	0.0	0.0	0.088
Murakumo: Renegade Mech Pursuit	0.032	0.008	0.048	0.0	0.088
Gun Metal	0.064	0.016	0.0	0.0	0.088
BloodRayne	0.072	0.016	0.0	0.0	0.088
ECW Anarchy Rulz	0.048	0.032	0.0	0.008	0.088
InuYasha: A Feudal Fairy Tale	0.0	0.0	0.08	0.008	0.088
Where the Wild Things Are	0.08	0.0	0.0	0.008	0.088
TMNT	0.08	0.0	0.0	0.008	0.088
Sabrina The Teenage Witch: Potion Commotion	0.064	0.024	0.0	0.0	0.088
MLB Power Pros	0.0	0.0	0.088	0.0	0.088
Dementium II	0.072	0.008	0.0	0.008	0.088
GoldenEye: Rogue Agent	0.08	0.0	0.0	0.008	0.088
BlazBlue: Calamity Trigger Portable	0.056	0.008	0.024	0.008	0.088
AirForce Delta Strike	0.04	0.032	0.0	0.008	0.088
Pimp My Ride	0.08	0.0	0.0	0.008	0.088
Capcom vs. SNK 2 EO	0.072	0.016	0.0	0.0	0.088
Hot Wheels Velocity X	0.072	0.016	0.0	0.0	0.088
Open Season	0.08	0.0	0.0	0.008	0.088
de Blob 2	0.064	0.016	0.0	0.008	0.088
Call of Juarez: The Cartel	0.04	0.04	0.0	0.008	0.088
Space Chimps	0.08	0.0	0.0	0.008	0.088
FIFA Soccer 06	0.08	0.0	0.0	0.008	0.088
JASF: Jane's Advanced Strike Fighters	0.056	0.024	0.0	0.008	0.088
Digimon Story: Cyber Sleuth	0.0	0.08	0.0	0.016	0.088
Cloudy With a Chance of Meatballs	0.08	0.0	0.0	0.008	0.088
The Settlers	0.08	0.0	0.0	0.008	0.088
Stronghold	0.0	0.072	0.0	0.016	0.088
Ridge Racer Unbounded	0.04	0.04	0.0	0.008	0.088
Mortal Kombat: Deception	0.072	0.016	0.0	0.0	0.088
ESPN NHL Hockey	0.064	0.016	0.0	0.0	0.088
John Daly's ProStroke Golf	0.072	0.008	0.0	0.008	0.088
XXX	0.064	0.024	0.0	0.0	0.088
Truth or Lies	0.056	0.024	0.0	0.008	0.088
Worms Forts: Under Siege	0.04	0.032	0.0	0.008	0.088
Project: Snowblind	0.064	0.016	0.0	0.0	0.088
Astro Boy: The Video Game	0.04	0.032	0.0	0.008	0.088
Gabrielle's Ghostly Groove 3D	0.064	0.016	0.0	0.008	0.088
Cake Mania	0.072	0.008	0.0	0.008	0.088
Disney's Extreme Skate Adventure	0.064	0.016	0.0	0.0	0.088
Odama	0.056	0.016	0.016	0.0	0.088
Karaoke Revolution Presents American Idol Encore	0.08	0.0	0.0	0.008	0.088
Naval Ops: Warship Gunner	0.04	0.032	0.0	0.008	0.088
Bionicle Heroes	0.064	0.016	0.0	0.0	0.088
The King of Fighters 2000/2001	0.04	0.032	0.0	0.008	0.088
Valkyrie Drive: Bhikkhuni	0.0	0.024	0.056	0.008	0.088
Bodycount	0.04	0.04	0.0	0.016	0.088
Ninja Assault	0.04	0.032	0.0	0.008	0.088
Samurai Warriors 4	0.0	0.0	0.088	0.0	0.088
Alias	0.04	0.032	0.0	0.008	0.088
Calling	0.048	0.032	0.0	0.008	0.088
Night at the Museum: Battle of the Smithsonian	0.056	0.024	0.0	0.008	0.088
Spyborgs	0.072	0.008	0.0	0.008	0.088
NHL Rivals 2004	0.064	0.016	0.0	0.0	0.088
Bodycount	0.056	0.024	0.0	0.008	0.088
Avatar: The Last Airbender	0.08	0.0	0.0	0.008	0.088
Death Jr.: Root of Evil	0.08	0.0	0.0	0.008	0.088
Michael Phelps: Push the Limit	0.072	0.008	0.0	0.008	0.088
Lost in Blue	0.056	0.016	0.016	0.008	0.088
Batman: Return to Arkham	0.04	0.04	0.0	0.008	0.088
Constantine	0.04	0.032	0.0	0.008	0.088
Charlie and the Chocolate Factory	0.064	0.016	0.0	0.0	0.088
Dynasty Tactics 2	0.04	0.032	0.0	0.008	0.088
Real World Golf	0.04	0.032	0.0	0.008	0.088
Ty the Tasmanian Tiger 2: Bush Rescue	0.064	0.016	0.0	0.0	0.088
Blazblue: Continuum Shift Extend	0.024	0.04	0.016	0.016	0.088
Mushroom Men: Rise of the Fungi	0.08	0.0	0.0	0.008	0.088
The Polar Express	0.064	0.016	0.0	0.0	0.088
BMX XXX	0.064	0.016	0.0	0.0	0.088
Frogger: Helmet Chaos	0.08	0.0	0.0	0.008	0.088
Pimp My Ride	0.08	0.0	0.0	0.008	0.088
RIGS: Mechanized Combat League	0.024	0.04	0.008	0.016	0.088
Hellboy: The Science of Evil	0.08	0.0	0.0	0.008	0.088
NBA Live 16	0.072	0.008	0.0	0.008	0.088
Sonic Generations	0.016	0.056	0.0	0.016	0.088
Astro Boy: The Video Game	0.08	0.0	0.0	0.008	0.088
[Prototype 2]	0.056	0.024	0.0	0.008	0.088
Cabela's North American Adventures	0.08	0.0	0.0	0.008	0.088
Rengoku: The Tower of Purgatory	0.08	0.0	0.0	0.008	0.088
Bust-A-Move DS	0.064	0.016	0.0	0.008	0.088
God Eater 2: Rage Burst	0.0	0.008	0.072	0.0	0.088
BlazBlue: Continuum Shift II	0.04	0.008	0.032	0.008	0.088
Mega Man Zero 4	0.064	0.024	0.0	0.0	0.088
NASCAR '14	0.072	0.0	0.0	0.016	0.088
Where the Wild Things Are	0.072	0.008	0.0	0.008	0.088
DJ Max Fever	0.072	0.0	0.0	0.008	0.088
Shrek: Forever After	0.08	0.0	0.0	0.008	0.088
Dawn of Discovery	0.056	0.024	0.0	0.008	0.088
Pro Evolution Soccer 2016	0.032	0.048	0.0	0.008	0.088
Tiger Woods PGA Tour 06	0.064	0.016	0.0	0.0	0.088
ArmA III	0.0	0.08	0.0	0.008	0.088
FIFA World Cup Germany 2006	0.08	0.0	0.0	0.008	0.088
Reign of Fire	0.064	0.016	0.0	0.0	0.088
MLB 14: The Show	0.064	0.0	0.0	0.024	0.088
Rogue Warrior	0.072	0.008	0.0	0.008	0.088
Mace Griffin: Bounty Hunter	0.064	0.016	0.0	0.0	0.088
Martian Gothic: Unification	0.048	0.032	0.0	0.008	0.088
Fight Club	0.064	0.016	0.0	0.0	0.088
Tom Clancy's Splinter Cell: Conviction	0.0	0.064	0.0	0.016	0.088
FlatOut: Ultimate Carnage	0.056	0.016	0.0	0.008	0.088
Digimon Digital Card Battle	0.048	0.032	0.0	0.008	0.088
Dragon Ball Z: Battle of Z	0.0	0.032	0.048	0.008	0.088
Aquapazza: Aquaplus Dream Match	0.04	0.0	0.04	0.008	0.088
Lucha Libre AAA: Heroes del Ring	0.08	0.0	0.0	0.008	0.088
Dead to Rights II	0.064	0.016	0.0	0.0	0.088
Pac-Man and the Ghostly Adventures 2	0.04	0.032	0.0	0.008	0.088
Trauma Center: Under the Knife 2	0.08	0.0	0.0	0.008	0.088
SimCity 2000	0.064	0.024	0.0	0.0	0.088
X-Men: The Official Game	0.08	0.0	0.0	0.008	0.08
Sakura Wars: So Long, My Love	0.04	0.032	0.0	0.008	0.08
Mind Zero	0.04	0.0	0.032	0.016	0.08
Rocky Balboa	0.008	0.072	0.0	0.008	0.08
Gravity Games Bike: Street Vert Dirt	0.04	0.032	0.0	0.008	0.08
Top Spin	0.04	0.032	0.0	0.008	0.08
Family Feud: 2012 Edition	0.08	0.0	0.0	0.008	0.08
UFC: Tapout 2	0.064	0.016	0.0	0.0	0.08
The Book of Unwritten Tales	0.0	0.064	0.0	0.016	0.08
The Godfather: Mob Wars	0.072	0.0	0.0	0.008	0.08
Vexx	0.064	0.016	0.0	0.0	0.08
F1 Career Challenge	0.04	0.032	0.0	0.008	0.08
Pariah	0.064	0.016	0.0	0.0	0.08
Metal Slug 3	0.064	0.016	0.0	0.0	0.08
Sacred 3	0.024	0.032	0.024	0.008	0.08
Winning Eleven: Pro Evolution Soccer 2007	0.072	0.0	0.0	0.008	0.08
Banjo-Pilot	0.056	0.024	0.0	0.0	0.08
Gallop Racer 2006	0.016	0.016	0.048	0.008	0.08
Wasteland 2	0.024	0.048	0.0	0.008	0.08
The First Templar	0.048	0.032	0.0	0.008	0.08
Patapon 2	0.0	0.024	0.048	0.008	0.08
Frogger: Ancient Shadow	0.04	0.032	0.0	0.008	0.08
Princess Debut	0.08	0.0	0.0	0.008	0.08
Pro Evolution Soccer 2014	0.0	0.08	0.0	0.008	0.08
Metal Arms: Glitch in the System	0.064	0.016	0.0	0.0	0.08
Tom Clancy's Splinter Cell: Chaos Theory	0.064	0.016	0.0	0.0	0.08
Escape From Monkey Island	0.04	0.032	0.0	0.008	0.08
The Lord of the Rings: Conquest	0.072	0.008	0.0	0.008	0.08
Gretzky NHL	0.08	0.0	0.0	0.008	0.08
Dropship: United Peace Force	0.04	0.032	0.0	0.008	0.08
Road Rash: Jailbreak	0.056	0.024	0.0	0.0	0.08
Syberia	0.064	0.016	0.0	0.0	0.08
Thrillville: Off the Rails	0.072	0.0	0.0	0.008	0.08
Cloudy With a Chance of Meatballs	0.072	0.008	0.0	0.008	0.08
G1 Jockey 3	0.016	0.008	0.056	0.0	0.08
Exit DS	0.072	0.0	0.008	0.008	0.08
Riviera: The Promised Land	0.056	0.024	0.0	0.0	0.08
Blades of Time	0.056	0.016	0.0	0.008	0.08
Yggdra Union: We'll Never Fight Alone	0.04	0.0	0.032	0.008	0.08
Bujingai: The Forsaken City	0.04	0.032	0.0	0.008	0.08
Universe at War: Earth Assault	0.072	0.008	0.0	0.008	0.08
Death By Degrees	0.04	0.032	0.0	0.008	0.08
Rome: Total War	0.0	0.072	0.0	0.016	0.08
Doom 3	0.04	0.032	0.0	0.008	0.08
Ride	0.032	0.04	0.0	0.008	0.08
NASCAR The Game: Inside Line	0.072	0.0	0.0	0.008	0.08
JU-ON: The Grudge	0.056	0.008	0.008	0.008	0.08
Colin McRae Rally 04	0.064	0.016	0.0	0.0	0.08
FIFA Street	0.064	0.016	0.0	0.0	0.08
The Sims 4: City Living	0.016	0.064	0.0	0.008	0.08
Hot Wheels: Stunt Track Challenge	0.064	0.016	0.0	0.0	0.08
Blitz: The League II	0.064	0.008	0.0	0.008	0.08
Miami Law	0.072	0.0	0.0	0.008	0.08
Capcom vs. SNK 2 EO	0.064	0.016	0.0	0.0	0.08
Hunter: The Reckoning	0.064	0.016	0.0	0.0	0.08
Baten Kaitos Origins	0.048	0.016	0.016	0.0	0.08
E·O·E: Eve of Extinction	0.032	0.024	0.016	0.008	0.08
NHL 2004	0.064	0.016	0.0	0.0	0.08
Surf's Up	0.072	0.0	0.0	0.008	0.08
X-Men: The Official Game	0.064	0.016	0.0	0.0	0.08
RLH: Run Like Hell	0.04	0.032	0.0	0.008	0.08
Scribblenauts Unmasked: A DC Comics Adventure	0.072	0.0	0.0	0.008	0.08
The Ant Bully	0.04	0.032	0.0	0.008	0.08
Conflict: Global Terror	0.064	0.016	0.0	0.0	0.08
Monster Rancher EVO	0.016	0.016	0.04	0.008	0.08
Terraria	0.0	0.008	0.072	0.0	0.08
The Whispered World	0.0	0.064	0.0	0.016	0.08
Agatha Christie: The ABC Murders	0.064	0.008	0.0	0.008	0.08
Help Wanted: 50 Wacky Jobs	0.048	0.024	0.0	0.008	0.08
Beach Spikers: Virtua Beach Volleyball	0.064	0.016	0.0	0.0	0.08
Draglade	0.072	0.0	0.0	0.008	0.08
Scribblenauts Unmasked: A DC Comics Adventure	0.072	0.0	0.0	0.008	0.08
Jade Cocoon 2	0.04	0.032	0.0	0.008	0.08
Mana Khemia: Student Alliance	0.048	0.0	0.024	0.008	0.08
Van Helsing	0.056	0.024	0.0	0.0	0.08
Bee Movie Game	0.04	0.032	0.0	0.008	0.08
Resident Evil: Revelations 2	0.0	0.024	0.056	0.008	0.08
Kelly Slater's Pro Surfer	0.064	0.016	0.0	0.0	0.08
NFL Tour	0.072	0.0	0.0	0.008	0.08
Harry Potter and the Deathly Hallows - Part 1	0.064	0.016	0.0	0.008	0.08
Sudoku Mania	0.072	0.0	0.0	0.008	0.08
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.	0.04	0.032	0.0	0.008	0.08
Resident Evil: Revelations 2	0.056	0.016	0.0	0.008	0.08
The Bard's Tale	0.064	0.016	0.0	0.0	0.08
Alien Hominid	0.04	0.032	0.0	0.008	0.08
Myst	0.072	0.0	0.0	0.008	0.08
nail'd	0.064	0.016	0.0	0.008	0.08
Tom Clancy's Splinter Cell	0.056	0.024	0.0	0.0	0.08
Bullet Witch	0.056	0.008	0.016	0.008	0.08
Spider-Man: Web of Shadows	0.072	0.0	0.0	0.008	0.08
Pinball Hall of Fame: The Williams Collection	0.072	0.0	0.0	0.008	0.08
Rolling Stone: Drum King	0.072	0.0	0.0	0.008	0.08
NBA Ballers: Rebound	0.072	0.0	0.0	0.008	0.08
Silent Scope Complete	0.056	0.016	0.0	0.0	0.08
King's Field: The Ancient City	0.04	0.032	0.0	0.008	0.08
Leisure Suit Larry: Box Office Bust	0.048	0.024	0.0	0.008	0.08
Indigo Prophecy	0.056	0.024	0.0	0.0	0.08
Sneakers	0.056	0.016	0.0	0.0	0.08
NHL 2K6	0.072	0.0	0.0	0.008	0.08
X-Men: Destiny	0.056	0.016	0.0	0.008	0.08
College Hoops 2K6	0.056	0.016	0.0	0.0	0.08
Contact	0.056	0.0	0.024	0.008	0.08
Harvey Birdman: Attorney at Law	0.072	0.0	0.0	0.008	0.08
Predator: Concrete Jungle	0.056	0.016	0.0	0.0	0.08
Opoona	0.064	0.0	0.008	0.008	0.08
Universal Studios Theme Parks Adventure	0.064	0.016	0.0	0.0	0.08
Steins;Gate	0.032	0.032	0.0	0.016	0.08
Rocky: Legends	0.056	0.016	0.0	0.0	0.08
Star Trek: Shattered Universe	0.04	0.032	0.0	0.008	0.08
Ultra Street Fighter IV	0.0	0.064	0.0	0.008	0.08
EVE: Valkyrie	0.024	0.04	0.0	0.016	0.08
Dragon Ball: Evolution	0.072	0.0	0.0	0.008	0.08
The Crew: Wild Run	0.0	0.064	0.0	0.008	0.08
Natural Doctrine	0.04	0.016	0.016	0.008	0.08
NeverDead	0.048	0.024	0.0	0.008	0.08
MotoGP 07	0.04	0.032	0.0	0.008	0.08
Blades of Time	0.032	0.024	0.008	0.008	0.08
Thor: God of Thunder	0.048	0.024	0.0	0.008	0.08
Cubic Ninja	0.04	0.032	0.0	0.008	0.08
F1 2014	0.0	0.072	0.0	0.008	0.08
Harvest Moon: Frantic Farming	0.064	0.0	0.0	0.008	0.08
Blue Dragon: Awakened Shadow	0.048	0.0	0.024	0.0	0.08
Shining Force EXA	0.0	0.0	0.08	0.0	0.08
Digimon World DS	0.072	0.0	0.0	0.008	0.08
MySims SkyHeroes	0.072	0.0	0.0	0.008	0.08
Guilty Gear Isuka	0.04	0.032	0.0	0.008	0.08
Tornado Outbreak	0.072	0.0	0.0	0.008	0.08
Shovel Knight	0.04	0.032	0.0	0.008	0.08
Operation Abyss: New Tokyo Legacy	0.016	0.0	0.048	0.008	0.08
MotoGP 2	0.056	0.016	0.0	0.0	0.08
Heatseeker	0.064	0.0	0.0	0.008	0.08
Ar tonelico: Melody of Elemia	0.0	0.0	0.08	0.0	0.08
Castlevania Double Pack	0.056	0.024	0.0	0.0	0.08
Samurai Warriors 4: Empires	0.016	0.008	0.048	0.008	0.08
Steel Battalion	0.04	0.016	0.016	0.0	0.08
Power Stone Collection	0.064	0.0	0.0	0.008	0.08
Cartoon Network: Punch Time Explosion	0.056	0.016	0.0	0.008	0.08
Blast Works: Build, Trade, Destroy	0.072	0.0	0.0	0.008	0.08
SNK vs. Capcom Card Fighters DS	0.072	0.0	0.0	0.008	0.08
Medieval II: Total War	0.0	0.064	0.0	0.016	0.08
Darkest of Days	0.072	0.0	0.0	0.008	0.08
Skylanders Imaginators	0.04	0.032	0.0	0.008	0.08
Minority Report: Everybody Runs	0.056	0.016	0.0	0.0	0.08
NASCAR	0.072	0.0	0.0	0.008	0.08
One Piece: Burning Blood	0.0	0.016	0.056	0.0	0.08
Rio	0.04	0.024	0.0	0.008	0.072
Playboy: The Mansion	0.056	0.016	0.0	0.0	0.072
Disney's Aladdin in Nasira's Revenge	0.04	0.032	0.0	0.008	0.072
Barnyard	0.04	0.032	0.0	0.008	0.072
Ultimate Marvel vs. Capcom 3	0.0	0.032	0.032	0.008	0.072
MindJack	0.056	0.016	0.0	0.008	0.072
Pac-Man World 3	0.056	0.016	0.0	0.0	0.072
Glory Days 2	0.064	0.0	0.0	0.008	0.072
Brain Age: Concentration Training	0.072	0.0	0.0	0.008	0.072
Crash 'N' Burn	0.056	0.016	0.0	0.0	0.072
Pac-Man and the Ghostly Adventures 2	0.04	0.024	0.0	0.016	0.072
Hakuoki: Demon of the Fleeting Blossom	0.064	0.0	0.0	0.008	0.072
Speed Kings	0.04	0.032	0.0	0.008	0.072
Dungeons	0.056	0.016	0.0	0.008	0.072
Little League World Series Baseball 2008	0.072	0.0	0.0	0.008	0.072
Winter Stars	0.04	0.024	0.0	0.008	0.072
Bladestorm: The Hundred Years' War	0.064	0.008	0.0	0.008	0.072
Burnout Paradise: The Ultimate Box	0.0	0.064	0.0	0.008	0.072
Forever Kingdom	0.016	0.016	0.032	0.008	0.072
Altered Beast: Guardian of the Realms	0.056	0.016	0.0	0.0	0.072
The Legend of Heroes: A Tear of Vermillion	0.064	0.0	0.0	0.008	0.072
Raven Squad: Operation Hidden Dagger	0.064	0.008	0.0	0.008	0.072
Age of Empires II: The Age of Kings	0.008	0.064	0.0	0.008	0.072
Family Party: 30 Great Games	0.064	0.008	0.0	0.008	0.072
Shining Tears	0.04	0.032	0.0	0.008	0.072
MotoGP	0.056	0.016	0.0	0.0	0.072
Scaler	0.04	0.032	0.0	0.008	0.072
Halo 2	0.008	0.048	0.0	0.016	0.072
Gradius V	0.04	0.032	0.0	0.008	0.072
Medal of Honor: Vanguard	0.048	0.024	0.0	0.008	0.072
Beaterator	0.048	0.016	0.0	0.016	0.072
Arcania: Gothic 4	0.032	0.032	0.008	0.008	0.072
Psychonauts	0.04	0.032	0.0	0.008	0.072
Code Lyoko: Quest for Infinity	0.056	0.008	0.0	0.008	0.072
Digimon Rumble Arena 2	0.04	0.032	0.0	0.008	0.072
Teenage Mutant Ninja Turtles: Mutants in Manhattan	0.04	0.016	0.0	0.016	0.072
Ribbit King	0.04	0.032	0.0	0.008	0.072
Alien Hominid	0.056	0.016	0.0	0.0	0.072
Rygar: The Battle of Argus	0.072	0.0	0.0	0.008	0.072
Ninja Gaiden Black	0.056	0.016	0.0	0.0	0.072
Touch Detective	0.048	0.016	0.0	0.008	0.072
Trivial Pursuit unhinged	0.056	0.016	0.0	0.0	0.072
NCAA March Madness 08	0.064	0.0	0.0	0.008	0.072
InuYasha: Secret of the Divine Jewel	0.072	0.0	0.0	0.008	0.072
Bloody Roar 4	0.04	0.032	0.0	0.008	0.072
Atari Classics Evolved	0.064	0.0	0.0	0.008	0.072
I-Ninja	0.056	0.016	0.0	0.0	0.072
Steins;Gate 0	0.0	0.024	0.04	0.008	0.072
Football Manager 2017	0.0	0.072	0.0	0.008	0.072
Wild ARMs: Alter Code F	0.04	0.032	0.0	0.008	0.072
Army Corps of Hell	0.032	0.032	0.0	0.016	0.072
Shrek SuperSlam	0.056	0.016	0.0	0.0	0.072
Ultimate Mortal Kombat	0.056	0.008	0.0	0.008	0.072
Total Overdose: A Gunslinger's Tale in Mexico	0.032	0.032	0.0	0.008	0.072
Metal Slug X	0.04	0.024	0.0	0.008	0.072
Romance of the Three Kingdoms X	0.032	0.024	0.0	0.008	0.072
Prinny: Can I Really Be the Hero?	0.024	0.0	0.04	0.008	0.072
GripShift	0.064	0.0	0.0	0.008	0.072
Fighting Fantasy: The Warlock of Firetop Mountain	0.064	0.0	0.0	0.008	0.072
Beowulf: The Game	0.064	0.0	0.0	0.008	0.072
Skies of Arcadia	0.0	0.0	0.072	0.0	0.072
NASCAR: Dirt to Daytona	0.056	0.016	0.0	0.0	0.072
Road Trip	0.032	0.024	0.0	0.008	0.072
Jimmie Johnson's Anything With an Engine	0.064	0.0	0.0	0.008	0.072
echochrome	0.0	0.008	0.064	0.0	0.072
Project Eden	0.032	0.024	0.0	0.008	0.072
Riviera: The Promised Land	0.056	0.0	0.016	0.008	0.072
Digimon All-Star Rumble	0.048	0.016	0.0	0.016	0.072
Driver: Renegade	0.04	0.032	0.0	0.008	0.072
Yaiba: Ninja Gaiden Z	0.04	0.024	0.0	0.016	0.072
Castlevania: Lords of Shadow 2	0.016	0.048	0.0	0.008	0.072
Ghosthunter	0.032	0.024	0.0	0.008	0.072
Shadow of Destiny	0.064	0.0	0.0	0.008	0.072
Mimana Iyar Chronicle	0.056	0.0	0.008	0.008	0.072
Michael Jackson: The Experience	0.032	0.024	0.0	0.016	0.072
Def Jam Fight For NY: The Takeover	0.064	0.0	0.0	0.008	0.072
Tom Clancy's EndWar	0.064	0.008	0.0	0.008	0.072
JASF: Jane's Advanced Strike Fighters	0.048	0.016	0.0	0.008	0.072
Astro Boy: Omega Factor	0.048	0.016	0.0	0.0	0.072
Disgaea Infinite	0.056	0.0	0.008	0.008	0.072
Phantom Brave: The Hermuda Triangle	0.048	0.0	0.024	0.008	0.072
Fullmetal Alchemist: Dual Sympathy	0.04	0.0	0.032	0.0	0.072
Lock's Quest	0.064	0.0	0.0	0.008	0.072
Rugby 2005	0.032	0.024	0.0	0.008	0.072
Pokemon Rumble World	0.0	0.008	0.064	0.0	0.072
Spectral Force Genesis	0.064	0.0	0.008	0.008	0.072
Last Rebellion	0.048	0.008	0.008	0.008	0.072
DriveClub VR	0.024	0.04	0.0	0.008	0.072
Quantum Theory	0.048	0.016	0.0	0.008	0.072
Tornado Outbreak	0.064	0.0	0.0	0.008	0.072
Justice League Heroes	0.064	0.0	0.0	0.008	0.072
Space Invaders Extreme	0.048	0.008	0.008	0.008	0.072
Mystic Heroes	0.024	0.008	0.032	0.0	0.072
Zoids Assault	0.064	0.0	0.0	0.008	0.072
Arslan: The Warriors of Legend	0.024	0.008	0.032	0.008	0.072
Freestyle Metal X	0.032	0.024	0.0	0.008	0.072
Dark Angel: Vampire Apocalypse	0.032	0.024	0.0	0.008	0.072
Damnation	0.056	0.008	0.0	0.008	0.072
Supreme Commander	0.056	0.008	0.0	0.008	0.072
Transworld Snowboarding	0.056	0.016	0.0	0.0	0.072
World Soccer Winning Eleven 8 International	0.056	0.016	0.0	0.0	0.072
Sniper Elite	0.056	0.016	0.0	0.0	0.072
Mahjong Cub3D	0.056	0.0	0.016	0.0	0.072
Test Drive: Eve of Destruction	0.056	0.016	0.0	0.0	0.072
Blazblue: Continuum Shift Extend	0.0	0.0	0.072	0.0	0.072
